waveobs	flux	err
355.47032520849876	0.782475983907285	0.0
355.4840416712335	0.7431156839506017	0.0
355.49775813396826	0.6360312362000721	0.0
355.51147459670307	0.5289467884491875	0.0
355.5251910594378	0.4218623406986579	0.0
355.53890752217256	0.6282993148602531	0.0
355.5526239849073	0.4894122560130936	0.0
355.5663404476421	0.5513733651965151	0.0
355.5800569103768	0.5987299990561971	0.0
355.5937733731116	0.7662059294747451	0.0
355.6074898358464	0.6925466919300324	0.0
355.6212062985811	0.06414050592392843	0.0
355.6349227613159	0.21398985262075326	0.0
355.64863922405067	0.6051636535170506	0.0
355.6623556867854	0.8737242200023962	0.0
355.67607214952017	0.9466302362716648	0.0
355.689788612255	1.2430814770129093	0.0
355.7035050749897	0.8636448995357774	0.0
355.71722153772447	0.9383416137300096	0.0
355.7309380004592	0.8390454278133443	0.0
355.744654463194	0.6933586398530434	0.0
355.7583709259288	0.7115890733076207	0.0
355.7720873886635	0.8207315312672399	0.0
355.7858038513983	0.6787520654782842	0.0
355.799520314133	0.5459502141455875	0.0
355.8132367768678	0.7946306231908471	0.0
355.8269532396026	0.7004859510934934	0.0
355.8406697023373	0.6549923425037165	0.0
355.85438616507207	0.7745599349399084	0.0
355.8681026278069	1.2540026262106605	0.0
355.8818190905416	0.6074617046380641	0.0
355.8955355532764	0.3334031791415863	0.0
355.9092520160112	0.382140244152881	0.0
355.92296847874593	0.7200994020022189	0.0
355.9366849414807	0.7409048536018379	0.0
355.9504014042154	0.6931205732516386	0.0
355.96411786695023	0.6556131365497475	0.0
355.9778343296849	0.949155461148794	0.0
355.99155079241973	0.8596064395614412	0.0
356.0052672551545	0.8304241993471888	0.0
356.0189837178892	1.34529200988441	0.0
356.03270018062403	0.8129286912588989	0.0
356.0464166433588	0.6653266612846513	0.0
356.06013310609353	0.9291965737056238	0.0
356.0738495688283	0.5627190342403783	0.0
356.0875660315631	0.48986131072860595	0.0
356.10128249429783	0.6871051215185013	0.0
356.1149989570326	1.0994139969820989	0.0
356.12871541976733	1.1346124532048225	0.0
356.14243188250214	0.3200609154438845	0.0
356.1561483452369	1.1163528943715169	0.0
356.16986480797163	1.3412382824202567	0.0
356.18358127070644	1.2933773599530562	0.0
356.19729773344113	0.8784381900728393	0.0
356.21101419617594	0.6590166075485951	0.0
356.2247306589107	0.7292195556668774	0.0
356.23844712164544	0.6795575493573613	0.0
356.2521635843802	0.5477354571649586	0.0
356.265880047115	0.8264079526322932	0.0
356.27959650984974	0.44562353630655416	0.0
356.2933129725845	0.5087196498130371	0.0
356.3070294353193	0.7293597625570667	0.0
356.32074589805404	0.8347522434650194	0.0
356.3344623607888	0.7613186674819443	0.0
356.34817882352354	0.9904675288073487	0.0
356.36189528625835	0.2886069744563089	0.0
356.37561174899304	0.8034488761345517	0.0
356.38932821172784	0.9347152758259714	0.0
356.4030446744626	0.4552461658823915	0.0
356.41676113719734	0.6685021526305466	0.0
356.43047759993215	0.5071908792792319	0.0
356.4441940626669	0.6694720021712084	0.0
356.45791052540164	0.7065080015644984	0.0
356.4716269881364	0.14246107173952277	0.0
356.4853434508712	0.5208521563051093	0.0
356.49905991360595	0.9070992631035157	0.0
356.5127763763407	0.5924025051936955	0.0
356.52649283907544	0.8623967732475751	0.0
356.54020930181025	1.0629195468537362	0.0
356.553925764545	0.6285790773394263	0.0
356.56764222727975	0.7992696931524421	0.0
356.58135869001455	0.6960295788096775	0.0
356.59507515274925	0.17846076935239907	0.0
356.60879161548405	0.6066502885093114	0.0
356.6225080782188	0.27849184385823206	0.0
356.63622454095355	0.4219928013979651	0.0
356.6499410036883	0.5929671353174004	0.0
356.6636574664231	0.6513129623845848	0.0
356.67737392915785	1.2096856382591192	0.0
356.6910903918926	1.0108175148860545	0.0
356.7048068546274	0.7109804027086976	0.0
356.71852331736216	0.5697453148283196	0.0
356.7322397800969	0.5130189021482636	0.0
356.74595624283165	0.8339703369596716	0.0
356.75967270556646	0.7059351782873786	0.0
356.77338916830115	0.5570163293565059	0.0
356.78710563103596	0.9077308491658023	0.0
356.8008220937707	0.4715475471256494	0.0
356.81453855650545	0.2726610035940722	0.0
356.82825501924026	0.6529826986031003	0.0
356.841971481975	1.0213271629204357	0.0
356.85568794470976	0.6582259806856794	0.0
356.8694044074445	0.3701061642331667	0.0
356.8831208701793	1.1866748568219163	0.0
356.89683733291406	0.4340756744206494	0.0
356.9105537956488	1.093227387570018	0.0
356.92427025838356	0.7557061837999326	0.0
356.93798672111836	0.38513040941817195	0.0
356.9517031838531	0.8453214665195328	0.0
356.96541964658786	0.47660475296625043	0.0
356.97913610932267	0.22026850697277323	0.0
356.99285257205736	0.489692881874297	0.0
357.00656903479216	0.5195368802550437	0.0
357.0202854975269	0.9407131532991365	0.0
357.03400196026166	0.969902224523506	0.0
357.0477184229964	0.9130823556749436	0.0
357.0614348857312	0.5208960696359637	0.0
357.07515134846597	0.6441208891474353	0.0
357.0888678112007	0.960165602547761	0.0
357.1025842739355	0.4959667175675055	0.0
357.11630073667027	0.4409952262639208	0.0
357.130017199405	0.4501119363733884	0.0
357.14373366213977	0.7794018524848285	0.0
357.1574501248746	0.5240705408149647	0.0
357.17116658760926	0.35189893554413704	0.0
357.18488305034407	0.6259295082180776	0.0
357.1985995130788	0.6778419078922396	0.0
357.21231597581357	0.6244792062135698	0.0
357.2260324385484	0.967078879498668	0.0
357.2397489012831	1.2590643844878664	0.0
357.25346536401787	0.9098175361908644	0.0
357.2671818267526	0.4305793966523749	0.0
357.2808982894874	0.6663918430757525	0.0
357.2946147522222	0.26493387593504525	0.0
357.3083312149569	0.6420061891386846	0.0
357.32204767769167	0.6613189889736145	0.0
357.3357641404265	0.1656500466088116	0.0
357.3494806031612	0.7539659365379535	0.0
357.363197065896	0.6201179800081777	0.0
357.3769135286308	0.6752158646781031	0.0
357.3906299913655	0.5452158737785164	0.0
357.4043464541003	0.5927674104690814	0.0
357.418062916835	0.8783387133526124	0.0
357.4317793795698	0.7160033663014748	0.0
357.4454958423045	0.5475693504907336	0.0
357.45921230503933	0.7906854921992228	0.0
357.4729287677741	0.5612565672204526	0.0
357.4866452305088	0.4087303512524392	0.0
357.50036169324363	0.757949114392731	0.0
357.5140781559784	0.33052894023551815	0.0
357.52779461871313	0.7117760865020675	0.0
357.5415110814479	0.9274122858381034	0.0
357.5552275441827	0.9475418623272049	0.0
357.5689440069174	0.23766828155394198	0.0
357.5826604696522	0.4085484789476449	0.0
357.59637693238693	0.6981556792985296	0.0
357.6100933951217	0.769302310317479	0.0
357.6238098578565	0.8193948322931839	0.0
357.63752632059123	0.9441289444195733	0.0
